,photo_name,value,location,x_loc_perc,y_loc_perc,shape
13,id_953_value_66_584.jpg,66.584,"{'type': 'polygon', 'data': [{'x': 0.32057, 'y': 0.48232}, {'x': 0.64918, 'y': 0.54395}, {'x': 0.63489, 'y': 0.5895}, {'x': 0.60632, 'y': 0.58347}, {'x': 0.60721, 'y': 0.57678}, {'x': 0.30807, 'y': 0.5205}]}","['0.32057', '0.64918', '0.63489', '0.60632', '0.60721', '0.30807']","['0.48232', '0.54395', '0.5895', '0.58347', '0.57678', '0.5205']","(1333, 1000, 3)"
14,id_569_value_384_176.jpg,384.176,"{'type': 'polygon', 'data': [{'x': 0.3601, 'y': 0.58567}, {'x': 0.64645, 'y': 0.59604}, {'x': 0.64702, 'y': 0.64532}, {'x': 0.35952, 'y': 0.63538}]}","['0.3601', '0.64645', '0.64702', '0.35952']","['0.58567', '0.59604', '0.64532', '0.63538']","(1333, 1000, 3)"
15,id_112_value_365_387.jpg,365.387,"{'type': 'polygon', 'data': [{'x': 0.73312, 'y': 0.36412}, {'x': 0.684, 'y': 0.36512}, {'x': 0.684, 'y': 0.35608}, {'x': 0.21967, 'y': 0.36562}, {'x': 0.21163, 'y': 0.32494}, {'x': 0.73312, 'y': 0.3159}]}","['0.73312', '0.684', '0.684', '0.21967', '0.21163', '0.73312']","['0.36412', '0.36512', '0.35608', '0.36562', '0.32494', '0.3159']","(1778, 1000, 3)"
16,id_988_value_108_494.jpg,108.494,"{'type': 'polygon', 'data': [{'x': 0.5172, 'y': 0.37571}, {'x': 0.80428, 'y': 0.3269}, {'x': 0.80312, 'y': 0.31528}, {'x': 0.84263, 'y': 0.30909}, {'x': 0.8438, 'y': 0.39197}, {'x': 0.80428, 'y': 0.3974}, {'x': 0.80312, 'y': 0.3881}, {'x': 0.52243, 'y': 0.4338}]}","['0.5172', '0.80428', '0.80312', '0.84263', '0.8438', '0.80428', '0.80312', '0.52243']","['0.37571', '0.3269', '0.31528', '0.30909', '0.39197', '0.3974', '0.3881', '0.4338']","(1000, 1333, 3)"
17,id_1150_value_58_169.jpg,58.169,"{'type': 'polygon', 'data': [{'x': 0.21726, 'y': 0.36473}, {'x': 0.74775, 'y': 0.34925}, {'x': 0.7493, 'y': 0.38138}, {'x': 0.77768, 'y': 0.38099}, {'x': 0.78439, 'y': 0.24511}, {'x': 0.75291, 'y': 0.24511}, {'x': 0.75188, 'y': 0.28266}, {'x': 0.20694, 'y': 0.29814}]}","['0.21726', '0.74775', '0.7493', '0.77768', '0.78439', '0.75291', '0.75188', '0.20694']","['0.36473', '0.34925', '0.38138', '0.38099', '0.24511', '0.24511', '0.28266', '0.29814']","(1333, 1000, 3)"
18,id_261_value_80_19.jpg,80.19,"{'type': 'polygon', 'data': [{'x': 0.16927, 'y': 0.40648}, {'x': 0.83178, 'y': 0.39676}, {'x': 0.83583, 'y': 0.32445}, {'x': 0.16279, 'y': 0.33357}]}","['0.16927', '0.83178', '0.83583', '0.16279']","['0.40648', '0.39676', '0.32445', '0.33357']","(1333, 1000, 3)"
19,id_502_value_35_581.jpg,35.581,"{'type': 'polygon', 'data': [{'x': 0.13895, 'y': 0.41855}, {'x': 0.61494, 'y': 0.3945}, {'x': 0.62206, 'y': 0.45758}, {'x': 0.58002, 'y': 0.46185}, {'x': 0.57574, 'y': 0.45116}, {'x': 0.14465, 'y': 0.47201}]}","['0.13895', '0.61494', '0.62206', '0.58002', '0.57574', '0.14465']","['0.41855', '0.3945', '0.45758', '0.46185', '0.45116', '0.47201']","(1333, 1000, 3)"
20,id_1090_value_309_531.jpg,309.531,"{'type': 'polygon', 'data': [{'x': 0.47012, 'y': 0.4774}, {'x': 0.69666, 'y': 0.51455}, {'x': 0.69614, 'y': 0.52211}, {'x': 0.71782, 'y': 0.52418}, {'x': 0.72401, 'y': 0.47534}, {'x': 0.47322, 'y': 0.43544}]}","['0.47012', '0.69666', '0.69614', '0.71782', '0.72401', '0.47322']","['0.4774', '0.51455', '0.52211', '0.52418', '0.47534', '0.43544']","(1000, 1333, 3)"
21,id_1019_value_1070_401.jpg,1070.401,"{'type': 'polygon', 'data': [{'x': 0.30711, 'y': 0.45437}, {'x': 0.31566, 'y': 0.50034}, {'x': 0.69332, 'y': 0.48377}, {'x': 0.69403, 'y': 0.49072}, {'x': 0.7432, 'y': 0.48965}, {'x': 0.7432, 'y': 0.42764}, {'x': 0.69118, 'y': 0.43031}, {'x': 0.69118, 'y': 0.43726}]}","['0.30711', '0.31566', '0.69332', '0.69403', '0.7432', '0.7432', '0.69118', '0.69118']","['0.45437', '0.50034', '0.48377', '0.49072', '0.48965', '0.42764', '0.43031', '0.43726']","(1333, 1000, 3)"
22,id_794_value_1078_458.jpg,1078.458,"{'type': 'polygon', 'data': [{'x': 0.35984, 'y': 0.51103}, {'x': 0.61351, 'y': 0.53241}, {'x': 0.61208, 'y': 0.56449}, {'x': 0.59213, 'y': 0.56288}, {'x': 0.58928, 'y': 0.55807}, {'x': 0.35984, 'y': 0.53669}]}","['0.35984', '0.61351', '0.61208', '0.59213', '0.58928', '0.35984']","['0.51103', '0.53241', '0.56449', '0.56288', '0.55807', '0.53669']","(1333, 1000, 3)"
23,id_807_value_149_848.jpg,149.84799999999998,"{'type': 'polygon', 'data': [{'x': 0.16937, 'y': 0.32359}, {'x': 0.72728, 'y': 0.31207}, {'x': 0.72821, 'y': 0.3763}, {'x': 0.68447, 'y': 0.37769}, {'x': 0.684, 'y': 0.36862}, {'x': 0.17775, 'y': 0.38642}]}","['0.16937', '0.72728', '0.72821', '0.68447', '0.684', '0.17775']","['0.32359', '0.31207', '0.3763', '0.37769', '0.36862', '0.38642']","(1333, 1000, 3)"
24,id_12_value_414_676.jpg,414.676,"{'type': 'polygon', 'data': [{'x': 0.25046, 'y': 0.34192}, {'x': 0.7334, 'y': 0.30746}, {'x': 0.74219, 'y': 0.37668}, {'x': 0.70384, 'y': 0.37968}, {'x': 0.70144, 'y': 0.36499}, {'x': 0.25285, 'y': 0.39466}]}","['0.25046', '0.7334', '0.74219', '0.70384', '0.70144', '0.25285']","['0.34192', '0.30746', '0.37668', '0.37968', '0.36499', '0.39466']","(1333, 1000, 3)"
25,id_505_value_233_856.jpg,233.856,"{'type': 'polygon', 'data': [{'x': 0.3797, 'y': 0.35628}, {'x': 0.75573, 'y': 0.2418}, {'x': 0.78198, 'y': 0.29354}, {'x': 0.75145, 'y': 0.30179}, {'x': 0.74657, 'y': 0.29354}, {'x': 0.39862, 'y': 0.39704}]}","['0.3797', '0.75573', '0.78198', '0.75145', '0.74657', '0.39862']","['0.35628', '0.2418', '0.29354', '0.30179', '0.29354', '0.39704']","(1333, 1000, 3)"
26,id_1155_value_393_308.jpg,393.3080000000001,"{'type': 'polygon', 'data': [{'x': 0.21663, 'y': 0.36423}, {'x': 0.80374, 'y': 0.42677}, {'x': 0.77896, 'y': 0.49838}, {'x': 0.72711, 'y': 0.49126}, {'x': 0.73114, 'y': 0.47473}, {'x': 0.20972, 'y': 0.41413}]}","['0.21663', '0.80374', '0.77896', '0.72711', '0.73114', '0.20972']","['0.36423', '0.42677', '0.49838', '0.49126', '0.47473', '0.41413']","(1778, 1000, 3)"
27,id_880_value_462_079.jpg,462.079,"{'type': 'polygon', 'data': [{'x': 0.70762, 'y': 0.32203}, {'x': 0.75817, 'y': 0.34325}, {'x': 0.69078, 'y': 0.75764}, {'x': 0.64023, 'y': 0.74017}]}","['0.70762', '0.75817', '0.69078', '0.64023']","['0.32203', '0.34325', '0.75764', '0.74017']","(1000, 1778, 3)"
28,id_1193_value_147_365.jpg,147.365,"{'type': 'polygon', 'data': [{'x': 0.26676, 'y': 0.51694}, {'x': 0.70982, 'y': 0.51046}, {'x': 0.71155, 'y': 0.58869}, {'x': 0.27195, 'y': 0.59604}]}","['0.26676', '0.70982', '0.71155', '0.27195']","['0.51694', '0.51046', '0.58869', '0.59604']","(1333, 1000, 3)"
29,id_842_value_401_992.jpg,401.992,"{'type': 'polygon', 'data': [{'x': 0.18841, 'y': 0.43878}, {'x': 0.72597, 'y': 0.54663}, {'x': 0.69561, 'y': 0.64109}, {'x': 0.1527, 'y': 0.53457}]}","['0.18841', '0.72597', '0.69561', '0.1527']","['0.43878', '0.54663', '0.64109', '0.53457']","(1333, 1000, 3)"
30,id_179_value_31_632.jpg,31.632,"{'type': 'polygon', 'data': [{'x': 0.35012, 'y': 0.44789}, {'x': 0.39652, 'y': 0.44405}, {'x': 0.3987, 'y': 0.4493}, {'x': 0.7588, 'y': 0.41699}, {'x': 0.76903, 'y': 0.44748}, {'x': 0.40935, 'y': 0.47859}, {'x': 0.41058, 'y': 0.48101}, {'x': 0.36546, 'y': 0.48505}]}","['0.35012', '0.39652', '0.3987', '0.7588', '0.76903', '0.40935', '0.41058', '0.36546']","['0.44789', '0.44405', '0.4493', '0.41699', '0.44748', '0.47859', '0.48101', '0.48505']","(2110, 1000, 3)"
31,id_613_value_1198_466.jpg,1198.466,"{'type': 'polygon', 'data': [{'x': 0.22136, 'y': 0.42126}, {'x': 0.6356, 'y': 0.41332}, {'x': 0.6356, 'y': 0.42431}, {'x': 0.65676, 'y': 0.42431}, {'x': 0.65838, 'y': 0.3541}, {'x': 0.63478, 'y': 0.3541}, {'x': 0.63478, 'y': 0.36509}, {'x': 0.21811, 'y': 0.37181}]}","['0.22136', '0.6356', '0.6356', '0.65676', '0.65838', '0.63478', '0.63478', '0.21811']","['0.42126', '0.41332', '0.42431', '0.42431', '0.3541', '0.3541', '0.36509', '0.37181']","(1333, 1000, 3)"
32,id_551_value_569_424.jpg,569.424,"{'type': 'polygon', 'data': [{'x': 0.27889, 'y': 0.46148}, {'x': 0.59418, 'y': 0.46823}, {'x': 0.59087, 'y': 0.50756}, {'x': 0.27847, 'y': 0.50058}]}","['0.27889', '0.59418', '0.59087', '0.27847']","['0.46148', '0.46823', '0.50756', '0.50058']","(1778, 1000, 3)"
33,id_933_value_121_779.jpg,121.779,"{'type': 'polygon', 'data': [{'x': 0.17573, 'y': 0.42229}, {'x': 0.70176, 'y': 0.43569}, {'x': 0.696, 'y': 0.50268}, {'x': 0.65278, 'y': 0.50052}, {'x': 0.65278, 'y': 0.49058}, {'x': 0.17688, 'y': 0.47718}]}","['0.17573', '0.70176', '0.696', '0.65278', '0.65278', '0.17688']","['0.42229', '0.43569', '0.50268', '0.50052', '0.49058', '0.47718']","(1333, 1000, 3)"
34,id_778_value_263_156.jpg,263.156,"{'type': 'polygon', 'data': [{'x': 0.22873, 'y': 0.37604}, {'x': 0.71271, 'y': 0.38425}, {'x': 0.70925, 'y': 0.45816}, {'x': 0.66949, 'y': 0.4573}, {'x': 0.66834, 'y': 0.4413}, {'x': 0.22412, 'y': 0.4292}]}","['0.22873', '0.71271', '0.70925', '0.66949', '0.66834', '0.22412']","['0.37604', '0.38425', '0.45816', '0.4573', '0.4413', '0.4292']","(1333, 1000, 3)"
35,id_363_value_370_127.jpg,370.127,"{'type': 'polygon', 'data': [{'x': 0.38909, 'y': 0.43047}, {'x': 0.7182, 'y': 0.43206}, {'x': 0.71661, 'y': 0.47666}, {'x': 0.68954, 'y': 0.47627}, {'x': 0.68901, 'y': 0.4675}, {'x': 0.39068, 'y': 0.46512}]}","['0.38909', '0.7182', '0.71661', '0.68954', '0.68901', '0.39068']","['0.43047', '0.43206', '0.47666', '0.47627', '0.4675', '0.46512']","(1333, 1000, 3)"
36,id_667_value_957_742.jpg,957.742,"{'type': 'polygon', 'data': [{'x': 0.27402, 'y': 0.5737}, {'x': 0.60945, 'y': 0.56208}, {'x': 0.61048, 'y': 0.57602}, {'x': 0.64299, 'y': 0.57525}, {'x': 0.63783, 'y': 0.51795}, {'x': 0.27144, 'y': 0.53227}]}","['0.27402', '0.60945', '0.61048', '0.64299', '0.63783', '0.27144']","['0.5737', '0.56208', '0.57602', '0.57525', '0.51795', '0.53227']","(1333, 1000, 3)"
37,id_718_value_142_967.jpg,142.967,"{'type': 'polygon', 'data': [{'x': 0.41077, 'y': 0.70029}, {'x': 0.58674, 'y': 0.6561}, {'x': 0.579, 'y': 0.60156}, {'x': 0.40458, 'y': 0.64782}]}","['0.41077', '0.58674', '0.579', '0.40458']","['0.70029', '0.6561', '0.60156', '0.64782']","(1000, 1338, 3)"
38,id_308_value_70_94.jpg,70.94,"{'type': 'polygon', 'data': [{'x': 0.2776, 'y': 0.3799}, {'x': 0.50641, 'y': 0.59194}, {'x': 0.44752, 'y': 0.62728}, {'x': 0.20301, 'y': 0.41272}]}","['0.2776', '0.50641', '0.44752', '0.20301']","['0.3799', '0.59194', '0.62728', '0.41272']","(1333, 1000, 3)"
39,id_695_value_93_701.jpg,93.701,"{'type': 'polygon', 'data': [{'x': 0.48873, 'y': 0.45085}, {'x': 0.44979, 'y': 0.44852}, {'x': 0.44398, 'y': 0.43768}, {'x': 0.13889, 'y': 0.42683}, {'x': 0.13424, 'y': 0.35866}, {'x': 0.44689, 'y': 0.37571}, {'x': 0.45153, 'y': 0.37106}, {'x': 0.49105, 'y': 0.37261}]}","['0.48873', '0.44979', '0.44398', '0.13889', '0.13424', '0.44689', '0.45153', '0.49105']","['0.45085', '0.44852', '0.43768', '0.42683', '0.35866', '0.37571', '0.37106', '0.37261']","(1000, 1333, 3)"
40,id_919_value_315_892.jpg,315.892,"{'type': 'polygon', 'data': [{'x': 0.41656, 'y': 0.29132}, {'x': 0.74209, 'y': 0.28657}, {'x': 0.73863, 'y': 0.33671}, {'x': 0.71098, 'y': 0.33671}, {'x': 0.71098, 'y': 0.32417}, {'x': 0.41771, 'y': 0.3272}]}","['0.41656', '0.74209', '0.73863', '0.71098', '0.71098', '0.41771']","['0.29132', '0.28657', '0.33671', '0.33671', '0.32417', '0.3272']","(1333, 1000, 3)"
41,id_496_value_173_242.jpg,173.24200000000002,"{'type': 'polygon', 'data': [{'x': 0.47466, 'y': 0.62075}, {'x': 0.44877, 'y': 0.1771}, {'x': 0.50952, 'y': 0.17077}, {'x': 0.51216, 'y': 0.2095}, {'x': 0.5016, 'y': 0.21091}, {'x': 0.53012, 'y': 0.61441}]}","['0.47466', '0.44877', '0.50952', '0.51216', '0.5016', '0.53012']","['0.62075', '0.1771', '0.17077', '0.2095', '0.21091', '0.61441']","(1000, 1333, 3)"
42,id_15_value_1271_072.jpg,1271.072,"{'type': 'polygon', 'data': [{'x': 0.26076, 'y': 0.35507}, {'x': 0.72335, 'y': 0.33782}, {'x': 0.72658, 'y': 0.39276}, {'x': 0.68621, 'y': 0.39412}, {'x': 0.68217, 'y': 0.38458}, {'x': 0.26964, 'y': 0.39548}]}","['0.26076', '0.72335', '0.72658', '0.68621', '0.68217', '0.26964']","['0.35507', '0.33782', '0.39276', '0.39412', '0.38458', '0.39548']","(1778, 1000, 3)"
43,id_737_value_119_002.jpg,119.002,"{'type': 'polygon', 'data': [{'x': 0.25296, 'y': 0.41952}, {'x': 0.24939, 'y': 0.47511}, {'x': 0.59783, 'y': 0.48847}, {'x': 0.60282, 'y': 0.43288}]}","['0.25296', '0.24939', '0.59783', '0.60282']","['0.41952', '0.47511', '0.48847', '0.43288']","(1333, 1000, 3)"
44,id_303_value_18_245.jpg,18.245,"{'type': 'polygon', 'data': [{'x': 0.32564, 'y': 0.37098}, {'x': 0.70329, 'y': 0.54631}, {'x': 0.65626, 'y': 0.59549}, {'x': 0.62277, 'y': 0.58266}, {'x': 0.63061, 'y': 0.57197}, {'x': 0.28645, 'y': 0.42016}]}","['0.32564', '0.70329', '0.65626', '0.62277', '0.63061', '0.28645']","['0.37098', '0.54631', '0.59549', '0.58266', '0.57197', '0.42016']","(1333, 1000, 3)"
45,id_918_value_472_037.jpg,472.037,"{'type': 'polygon', 'data': [{'x': 0.28447, 'y': 0.33888}, {'x': 0.75451, 'y': 0.33155}, {'x': 0.75451, 'y': 0.40941}, {'x': 0.70811, 'y': 0.40895}, {'x': 0.7075, 'y': 0.39109}, {'x': 0.2863, 'y': 0.39567}]}","['0.28447', '0.75451', '0.75451', '0.70811', '0.7075', '0.2863']","['0.33888', '0.33155', '0.40941', '0.40895', '0.39109', '0.39567']","(1333, 1000, 3)"
46,id_740_value_274_508.jpg,274.508,"{'type': 'polygon', 'data': [{'x': 0.35146, 'y': 0.46773}, {'x': 0.60784, 'y': 0.38708}, {'x': 0.61937, 'y': 0.44852}, {'x': 0.59747, 'y': 0.45544}, {'x': 0.59517, 'y': 0.44238}, {'x': 0.3624, 'y': 0.51688}]}","['0.35146', '0.60784', '0.61937', '0.59747', '0.59517', '0.3624']","['0.46773', '0.38708', '0.44852', '0.45544', '0.44238', '0.51688']","(1000, 1333, 3)"
47,id_435_value_2_403.jpg,2.403,"{'type': 'polygon', 'data': [{'x': 0.30191, 'y': 0.40846}, {'x': 0.51393, 'y': 0.44692}, {'x': 0.50183, 'y': 0.48064}, {'x': 0.29154, 'y': 0.44476}]}","['0.30191', '0.51393', '0.50183', '0.29154']","['0.40846', '0.44692', '0.48064', '0.44476']","(1333, 1000, 3)"
48,id_364_value_148_019.jpg,148.019,"{'type': 'polygon', 'data': [{'x': 0.26109, 'y': 0.14496}, {'x': 0.81142, 'y': 0.21977}, {'x': 0.81638, 'y': 0.20177}, {'x': 0.85486, 'y': 0.20797}, {'x': 0.83707, 'y': 0.30855}, {'x': 0.79445, 'y': 0.3042}, {'x': 0.79776, 'y': 0.28558}, {'x': 0.24702, 'y': 0.21387}]}","['0.26109', '0.81142', '0.81638', '0.85486', '0.83707', '0.79445', '0.79776', '0.24702']","['0.14496', '0.21977', '0.20177', '0.20797', '0.30855', '0.3042', '0.28558', '0.21387']","(1333, 1000, 3)"
49,id_913_value_222_914.jpg,222.914,"{'type': 'polygon', 'data': [{'x': 0.41644, 'y': 0.39091}, {'x': 0.66937, 'y': 0.41269}, {'x': 0.66937, 'y': 0.42575}, {'x': 0.68957, 'y': 0.43011}, {'x': 0.69386, 'y': 0.33646}, {'x': 0.41766, 'y': 0.30489}]}","['0.41644', '0.66937', '0.66937', '0.68957', '0.69386', '0.41766']","['0.39091', '0.41269', '0.42575', '0.43011', '0.33646', '0.30489']","(1000, 1778, 3)"
50,id_721_value_134_634.jpg,134.634,"{'type': 'polygon', 'data': [{'x': 0.38314, 'y': 0.65973}, {'x': 0.66834, 'y': 0.6605}, {'x': 0.66834, 'y': 0.74652}, {'x': 0.38314, 'y': 0.74652}]}","['0.38314', '0.66834', '0.66834', '0.38314']","['0.65973', '0.6605', '0.74652', '0.74652']","(1000, 1333, 3)"
51,id_601_value_68_014.jpg,68.014,"{'type': 'polygon', 'data': [{'x': 0.54335, 'y': 0.46952}, {'x': 0.5451, 'y': 0.46516}, {'x': 0.58403, 'y': 0.46909}, {'x': 0.57415, 'y': 0.52184}, {'x': 0.53464, 'y': 0.51879}, {'x': 0.53638, 'y': 0.5092}, {'x': 0.20804, 'y': 0.4704}, {'x': 0.20979, 'y': 0.42898}]}","['0.54335', '0.5451', '0.58403', '0.57415', '0.53464', '0.53638', '0.20804', '0.20979']","['0.46952', '0.46516', '0.46909', '0.52184', '0.51879', '0.5092', '0.4704', '0.42898']","(1333, 1000, 3)"
52,id_59_value_58_235.jpg,58.235,"{'type': 'polygon', 'data': [{'x': 0.2644, 'y': 0.44668}, {'x': 0.72287, 'y': 0.46127}, {'x': 0.71501, 'y': 0.52863}, {'x': 0.67694, 'y': 0.52801}, {'x': 0.67818, 'y': 0.51466}, {'x': 0.26109, 'y': 0.50162}]}","['0.2644', '0.72287', '0.71501', '0.67694', '0.67818', '0.26109']","['0.44668', '0.46127', '0.52863', '0.52801', '0.51466', '0.50162']","(1333, 1000, 3)"
53,id_171_value_602_542.jpg,602.5419999999999,"{'type': 'polygon', 'data': [{'x': 0.23663, 'y': 0.47629}, {'x': 0.62864, 'y': 0.46691}, {'x': 0.62775, 'y': 0.46021}, {'x': 0.64739, 'y': 0.46021}, {'x': 0.65007, 'y': 0.51783}, {'x': 0.63043, 'y': 0.5185}, {'x': 0.63043, 'y': 0.51113}, {'x': 0.2411, 'y': 0.52385}]}","['0.23663', '0.62864', '0.62775', '0.64739', '0.65007', '0.63043', '0.63043', '0.2411']","['0.47629', '0.46691', '0.46021', '0.46021', '0.51783', '0.5185', '0.51113', '0.52385']","(1333, 1000, 3)"
54,id_177_value_1050_259.jpg,1050.259,"{'type': 'polygon', 'data': [{'x': 0.2969, 'y': 0.53738}, {'x': 0.68421, 'y': 0.5272}, {'x': 0.68572, 'y': 0.59127}, {'x': 0.29941, 'y': 0.60257}]}","['0.2969', '0.68421', '0.68572', '0.29941']","['0.53738', '0.5272', '0.59127', '0.60257']","(1333, 1000, 3)"
55,id_739_value_79_33.jpg,79.33,"{'type': 'polygon', 'data': [{'x': 0.19817, 'y': 0.3474}, {'x': 0.20075, 'y': 0.38882}, {'x': 0.55269, 'y': 0.39734}, {'x': 0.5532, 'y': 0.40624}, {'x': 0.58158, 'y': 0.40702}, {'x': 0.58416, 'y': 0.35591}]}","['0.19817', '0.20075', '0.55269', '0.5532', '0.58158', '0.58416']","['0.3474', '0.38882', '0.39734', '0.40624', '0.40702', '0.35591']","(1333, 1000, 3)"
